Time,GyroX,GyroY,GyroZ,Accelerometer,HeelLeft,FrontLeft,HeelRight,FrontRight,DataType
1.54764E+12,-0.2993065,0.6455624,-0.9284628,2.9361436,910,315,963,647,1
1.54764E+12,0.7983485,0.7972838,-1.3777455,0.58866715,877,340,922,433,1
1.54764E+12,2.314935,0.2920983,-0.0400204,0.68472254,829,418,911,159,1
1.54764E+12,1.6234355,0.31977922,0.5045398,2.9992166,567,376,922,30,1
1.54764E+12,-0.20029399,0.29263934,-0.48717377,-0.8744869,487,210,899,0,1
1.54764E+12,1.2832882,1.2066333,-0.31309462,1.4129717,616,300,896,0,1
1.54764E+12,1.8714991,1.4227575,0.1537286,8.913843,707,393,884,0,1
1.54764E+12,0.15104079,0.6737844,-0.12997466,-2.1120977,533,381,893,0,1
1.54764E+12,0.72169363,1.1853404,0.5162509,3.9385288,798,387,873,36,1
1.54764E+12,-0.687363,0.85371035,0.35655332,3.0510652,744,397,903,77,1
1.54764E+12,-0.17578956,0.27773425,0.5721364,4.0334735,814,428,921,118,1
1.54764E+12,0.84997535,0.8073893,0.79358375,7.4942536,864,514,932,102,1
1.54764E+12,-0.1555612,-0.41481242,0.87449723,10.767358,904,580,944,85,1
1.54764E+12,-0.44675192,0.14091788,0.43586108,5.694886,909,584,949,60,1
1.54764E+12,-0.415336,-0.5409648,0.5039987,7.9193487,929,581,958,56,1
1.54764E+12,-0.5415059,0.015289084,0.417762,4.9326205,934,612,959,34,1
1.54764E+12,-0.87739444,-0.4776268,0.664761,9.036655,937,642,961,39,1
1.54764E+12,-0.99237674,0.41453314,0.16278686,2.0337977,937,687,960,3,1
1.54764E+12,-0.6208136,0.25111797,0.42947316,2.6104267,932,706,958,2,1
1.54764E+12,-0.56758106,0.21331415,0.64666194,0.7619307,922,723,950,33,1
1.54764E+12,-1.0743723,0.6897541,0.72598714,2.2768283,925,697,952,22,1
1.54764E+12,-0.31473523,0.2787989,0.45450118,0.10249099,933,669,957,1,1
1.54764E+12,-1.7530785,1.4142402,0.32354912,3.1900246,936,648,954,0,1
1.54764E+12,-0.6995978,0.5609314,0.30810297,-0.5119761,941,655,956,2,1
1.54764E+12,-0.35358626,0.50928706,0.5875825,1.4351898,915,679,948,11,1
1.54764E+12,-1.6151975,1.0751578,0.80370665,1.3937415,917,676,955,25,1
1.54764E+12,-1.6136092,0.96815157,0.57426566,2.6917148,924,675,954,7,1
1.54764E+12,-0.6096435,0.42624432,0.42308527,2.091182,940,672,963,9,1
1.54764E+12,-0.39777797,0.37994072,0.3836932,1.3765893,942,656,965,19,1
1.54764E+12,-1.5358897,0.7445749,0.4614127,3.4731057,937,630,965,53,1
1.54764E+12,-0.708115,0.78929025,0.03981096,1.6599287,936,652,964,37,1
1.54764E+12,0.0339292,-0.6495592,0.6605024,1.6597563,947,677,962,23,1
1.54764E+12,-0.3738146,0.15688765,0.056845374,4.4923844,933,680,966,21,1
1.54764E+12,-0.7155675,0.10206685,0.28468066,5.875658,943,680,965,47,1
1.54764E+12,-1.2281882,0.43902013,0.6195221,1.7727052,926,688,967,123,1
1.54764E+12,-1.4267718,0.3458719,0.39433968,4.6407003,915,684,967,203,1
1.54764E+12,-0.90614,-0.81883866,0.13617058,3.107233,939,674,969,154,1
1.54764E+12,-1.159527,-0.7629532,0.48963466,3.6031492,928,659,969,149,1
1.54764E+12,-1.9079765,-1.1935958,0.77016145,2.7393978,926,584,969,100,1
1.54764E+12,-2.4823644,-1.1872078,0.53754395,7.033494,907,542,968,101,1
1.54764E+12,-2.0719328,0.1031315,-0.17629571,2.8985834,907,500,966,107,1
1.54764E+12,-1.802035,-1.0376332,0.5913001,2.6424708,875,379,961,69,1
1.54764E+12,-1.1201348,2.232957,0.8574628,3.4823282,878,188,941,44,1
1.54764E+12,-0.7879638,-0.6932099,0.80848885,-0.21135056,753,117,923,40,1
1.54764E+12,-1.0466739,-0.1587726,0.44917792,4.079423,725,38,923,39,1
1.54764E+12,-1.3176364,0.0935322,-0.57341045,-0.34700602,568,16,882,35,1
1.54764E+12,-1.4661463,1.0176492,-0.7288495,3.0441413,659,71,863,47,1
1.54764E+12,-0.7975457,-0.33976325,-0.59896207,3.6306345,815,200,892,212,1
1.54764E+12,-0.3003537,-1.4693577,-0.07728318,13.461141,816,277,925,527,1
1.54764E+12,0.49970523,0.11697197,-0.5845806,5.7386236,877,185,818,538,1
1.54764E+12,0.13932963,-0.99291784,-0.12306316,11.514923,910,238,902,606,1
1.54764E+12,0.6764547,-0.92425656,-0.3737797,16.189123,920,209,921,672,1
1.54764E+12,0.44753733,-0.27694884,-0.5164429,17.556702,923,104,934,684,1
1.54764E+12,0.36023596,0.2942276,-1.9393575,14.032589,920,78,934,696,1
1.54764E+12,0.53803265,-0.26628488,-1.4219372,12.284514,916,129,948,713,1
1.54764E+12,0.7046592,-0.67352253,-0.9726545,17.667599,921,130,952,726,1
1.54764E+12,0.9484643,-0.40097195,-1.0216285,15.287629,925,115,947,731,1
1.54764E+12,0.4001691,-0.74645984,-1.032275,18.209322,935,168,958,736,1
1.54764E+12,0.40975094,-0.0310145,-1.4373659,17.741907,928,128,963,740,1
1.54764E+12,0.27399924,-0.24340361,-1.8866485,10.30632,925,116,964,727,1
1.54764E+12,0.7461806,-1.0876718,-1.0450507,15.464283,929,118,969,717,1
1.54764E+12,0.8627511,-0.86144215,-0.91462237,16.528763,935,133,967,722,1
1.54764E+12,0.78237873,-1.7706366,-1.0706024,15.292034,945,239,958,731,1
1.54764E+12,1.0214015,-1.5018209,-1.0865722,16.208208,947,274,956,733,1
1.54764E+12,-0.07677703,0.5050285,-1.1898433,14.793025,948,284,952,732,1
1.54764E+12,-0.13852678,0.46296602,-0.7363021,14.67546,945,279,961,720,1
1.54764E+12,0.42039746,0.18243927,-0.9454972,12.893398,934,235,964,707,1
1.54764E+12,0.39432225,1.0288367,-1.3026963,9.592963,931,168,962,704,1
1.54764E+12,0.56518996,0.21437879,-0.8741656,12.996464,930,213,964,707,1
1.54764E+12,0.30435053,0.7967428,-0.99394757,13.384295,928,158,961,716,1
1.54764E+12,0.477365,0.7206115,-1.0897661,14.031343,935,228,954,724,1
1.54764E+12,0.57051325,1.0389421,-1.2116599,14.12467,937,248,961,728,1
1.54764E+12,0.5470909,1.0671641,-0.9465619,20.901726,943,248,963,732,1
1.54764E+12,0.25698227,1.4344686,-0.5600936,19.191547,943,291,965,735,1
1.54764E+12,0.6839073,1.5989485,-0.84648466,18.833364,948,308,966,732,1
1.54764E+12,0.9085486,1.454697,-0.15606734,18.590181,948,294,968,726,1
1.54764E+12,0.15636405,0.8270766,-0.07887143,17.153238,947,322,969,692,1
1.54764E+12,0.59767056,0.4225093,-0.11561061,11.596508,947,312,967,668,1
1.54764E+12,0.1590344,0.7025125,-0.24869196,9.137183,940,305,965,632,1
1.54764E+12,0.39484584,0.8845678,-1.1499102,2.1677773,931,293,954,526,1
1.54764E+12,0.51356316,0.4283736,-0.65910614,5.3423834,904,238,950,432,1
1.54764E+12,0.5609314,0.353307,-0.6729466,1.3154223,836,250,935,234,1
1.54764E+12,0.011571533,0.9207659,-0.90610516,-1.0720181,719,174,852,83,1
1.54764E+12,-0.45366344,0.94792324,-0.70862114,-1.0595778,613,142,820,31,1
1.54764E+12,1.8704519,0.020071287,0.015323991,1.4539412,805,208,784,1,1
1.54764E+12,1.8624758,0.09407324,0.96446896,4.262196,775,228,893,5,1
1.54764E+12,0.6945538,-0.08157669,0.62643355,4.267071,554,105,888,0,1
1.54764E+12,0.410292,0.8137772,0.43905503,2.918331,751,191,885,0,1
1.54764E+12,1.5915134,0.85849255,1.2774763,6.9948134,825,329,904,22,1
1.54764E+12,0.8324173,0.4853237,0.71746993,2.7485244,863,389,888,42,1
1.54764E+12,0.012112585,-0.34454545,1.0272833,6.661435,884,465,938,41,1
1.54764E+12,0.08290314,0.8366585,-0.021380283,4.794389,890,532,940,36,1
1.54764E+12,-0.19069467,0.1648638,0.29586822,3.8919952,909,572,943,10,1
1.54764E+12,0.73021084,-0.6740636,0.5146452,5.209199,929,580,954,39,1
1.54764E+12,-0.8513018,0.48799405,0.78241366,6.079175,935,557,955,31,1
1.54764E+12,-0.58939767,0.36714745,0.45769513,2.9466302,928,589,956,6,1
1.54764E+12,0.44010222,-0.35945055,0.5503198,3.6093547,922,604,962,24,1
1.54764E+12,-0.5026374,0.07384488,0.5279621,3.1584978,926,583,962,22,1
1.54764E+12,-0.8262912,0.27186993,0.52689743,1.2608153,930,564,962,0,1
1.54764E+12,-0.96043724,0.4619014,0.73024577,1.883758,934,537,961,0,1
1.54764E+12,-0.028867746,-0.0315381,0.75632095,-0.16258545,932,603,961,0,1
1.54764E+12,-0.07038913,-0.29024825,0.77654934,2.4466155,927,644,962,0,1
1.54764E+12,-0.04642576,-0.5553463,0.7573856,-1.6686053,929,667,963,0,1
1.54764E+12,-1.2404404,0.8771152,0.2117608,2.6045182,932,662,962,0,1
1.54764E+12,-1.94311,1.8895981,0.5013458,-1.4965006,930,647,961,0,1
1.54764E+12,-0.44834018,1.009673,0.6919183,0.6348274,893,711,948,0,1
1.54764E+12,0.6727372,-0.8518603,0.46354198,3.83735,855,721,949,0,1
1.54764E+12,-0.97534233,0.9686752,0.058974676,4.564564,840,713,955,10,1
1.54764E+12,-1.4427241,0.75415677,0.62004566,0.7438593,880,702,956,21,1
1.54764E+12,-0.8518428,0.4012163,0.42682028,1.4682585,886,709,954,38,1
1.54764E+12,-1.0722256,0.5811423,-0.09538224,1.8773223,906,712,959,59,1
1.54764E+12,-1.5145793,1.0320306,0.043545965,1.6719668,915,711,960,57,1
1.54764E+12,-0.84597856,0.4741536,0.4736649,2.2143877,929,703,964,46,1
1.54764E+12,-1.1877315,0.19680333,0.23624776,3.7882593,940,690,967,41,1
1.54764E+12,-1.2201946,-0.09276425,0.25434682,4.529782,944,675,968,14,1
1.54764E+12,-1.7791537,0.18030997,0.2878746,4.7042327,945,660,969,0,1
1.54764E+12,-1.4528295,-0.47443286,0.10423106,4.809721,946,645,969,2,1
1.54764E+12,-2.1597576,-0.39406043,0.13456489,6.8466125,946,597,969,10,1
1.54764E+12,-3.088133,-0.22743386,-0.3524867,6.1433682,936,523,967,17,1
1.54764E+12,-2.7559621,-0.43717006,-0.24443336,1.779409,925,478,967,20,1
1.54764E+12,-2.2066023,0.32243213,0.48802897,9.180624,928,505,965,13,1
1.54764E+12,-1.2824854,2.2127285,-0.3839026,-0.30849767,783,383,957,17,1
1.54764E+12,-1.8973125,0.113236964,-0.021380283,-0.33525527,589,331,948,19,1
1.54764E+12,-1.2260588,-0.154514,0.4007276,1.6592296,652,363,934,34,1
1.54764E+12,-0.35836846,-0.42439425,0.78880155,1.1457405,659,377,897,42,1
1.54764E+12,-0.07888888,-0.61709607,0.6780779,4.5392246,718,254,883,73,1
1.54764E+12,-0.014486233,-0.3956487,0.31609657,5.267129,689,234,894,145,1
1.54764E+12,-0.009686577,-0.41161844,0.028640853,4.0952053,709,325,886,283,1
1.54764E+12,-0.06558947,-1.0520147,0.42894956,14.318782,793,384,893,474,1
1.54764E+12,0.16009904,-1.0365685,-0.18959512,11.7659025,801,377,844,568,1
1.54764E+12,0.059498273,-0.77520543,-0.7698298,13.197481,858,317,900,616,1
1.54764E+12,0.770685,-0.8018217,-0.5531821,14.886198,895,273,933,664,1
1.54764E+12,0.52581537,-1.2250117,-0.2225993,18.558912,908,147,959,682,1
1.54764E+12,0.26497588,-0.7182379,-0.8544783,13.811258,916,38,961,685,1
1.54764E+12,0.1590344,-0.34880406,-0.9258099,13.76665,923,83,960,690,1
1.54764E+12,0.3496069,-0.34082788,-1.3889331,13.6209,922,76,955,699,1
1.54764E+12,0.2889218,0.019006636,-1.727492,9.978506,914,24,953,694,1
1.54764E+12,0.40657446,-0.075188786,-1.6343263,7.824979,925,75,951,698,1
1.54764E+12,0.593953,-1.2494986,-0.24176301,11.690054,925,105,954,711,1
1.54764E+12,2.0173912,-3.8552403,0.36400586,19.003708,941,122,956,727,1
1.54764E+12,-0.041102502,0.9415353,-1.8674848,11.211577,933,140,950,718,1
1.54764E+12,0.39964548,-0.150779,-1.2872502,10.453727,942,301,955,703,1
1.54764E+12,0.69348913,0.011030481,-0.87735957,14.46862,917,188,960,714,1
1.54764E+12,0.45661303,0.67909014,-1.1163824,13.131459,923,0,960,721,1
1.54764E+12,0.29159215,0.88830274,-1.346347,10.015626,914,0,963,715,1
1.54764E+12,0.13402383,0.5763601,-1.3080195,8.354241,890,0,965,720,1
1.54764E+12,0.11006046,0.22661355,-0.69690996,11.106165,887,0,960,733,1
1.54764E+12,0.26178193,0.04829326,-0.8576723,12.132771,919,0,956,735,1
1.54764E+12,0.4880115,-0.05602507,-0.8757713,12.184657,923,0,956,735,1
1.54764E+12,0.4268028,0.1047023,-0.74534285,16.071377,927,0,953,739,1
1.54764E+12,0.78346086,0.032306045,-1.031734,14.378896,934,26,951,741,1
1.54764E+12,0.62641615,0.8574279,-0.894394,16.24417,934,49,957,741,1
1.54764E+12,0.51836276,0.9926385,-0.5579643,19.897808,938,71,960,741,1
1.54764E+12,0.1585108,1.7203187,-0.6953043,18.411047,936,111,964,739,1
1.54764E+12,0.50665164,1.3785658,-1.0407922,13.442111,938,186,967,732,1
1.54764E+12,0.63812727,1.2561309,-0.6399424,16.681572,942,220,968,732,1
1.54764E+12,0.70893526,0.45605454,-0.52921873,18.093653,946,229,967,736,1
1.54764E+12,0.8883377,0.5113989,-0.38762018,14.913885,945,296,965,731,1
1.54764E+12,0.0983493,0.33733723,-0.099640846,11.9824915,941,333,966,702,1
1.54764E+12,0.007853982,0.25961772,-0.39826667,7.429524,931,344,964,657,1
1.54764E+12,0.4198913,0.45497242,-0.47652724,3.6524982,921,348,959,594,1
1.54764E+12,0.62961006,0.3596949,-0.577128,2.417301,876,353,942,362,1
1.54764E+12,0.7935663,0.508746,-0.67401123,0.18982188,850,342,929,247,1
1.54764E+12,1.0496236,0.7600036,-0.4302062,-0.77671736,838,275,887,134,1
1.54764E+12,0.5577549,0.42357394,-0.6245137,-1.1552215,611,252,876,53,1
1.54764E+12,1.112438,1.2257797,-0.51750755,1.8409975,753,240,830,37,1
1.54764E+12,1.5739554,0.6418274,0.4651477,3.9932125,684,363,858,69,1
1.54764E+12,1.1358603,-0.40844196,0.8367108,4.671049,813,373,918,128,1
1.54764E+12,0.3932576,0.014748032,1.0006671,4.371573,746,375,921,110,1
1.54764E+12,0.46513024,0.33733723,0.8420341,3.0223732,775,417,924,95,1
1.54764E+12,0.8989842,0.26387632,0.7201229,2.7060704,819,520,905,141,1
1.54764E+12,0.49333477,-0.36105627,1.0139664,6.9228916,840,598,934,200,1
1.54764E+12,1.3738185,-0.43984044,0.91230106,5.300265,913,625,882,129,1
1.54764E+12,0.8510749,-2.5308146,1.4036287,6.3846464,930,590,940,69,1
1.54764E+12,-0.093793996,-0.33763394,0.6365565,2.1072326,945,581,922,32,1
1.54764E+12,0.05682792,-0.043249257,0.73928654,2.49019,946,617,958,18,1
1.54764E+12,0.14201744,-0.20509364,0.5082573,-0.38861725,945,641,946,0,1
1.54764E+12,-0.24656266,-0.15718435,0.5849122,1.0773813,943,658,947,9,1
1.54764E+12,-0.43182936,-0.026214845,0.48164105,0.49582002,943,666,942,0,1
1.54764E+12,-1.2042248,0.58805376,0.46834165,0.032312144,945,663,944,0,1
1.54764E+12,-1.2643689,1.0612998,0.40552726,-0.1512082,943,693,935,0,1
1.54764E+12,-0.39348447,0.82227695,0.3916868,-0.9261155,930,715,936,1,1
1.54764E+12,-0.7112915,0.8297295,0.48963466,0.8394933,933,706,937,13,1
1.54764E+12,-1.6247619,1.3471498,0.667955,0.91190356,944,657,954,39,1
1.54764E+12,-0.9609434,0.31550318,0.31929052,0.73316205,950,623,959,0,1
1.54764E+12,-0.71713835,0.46561894,0.068032935,-1.2615911,949,643,963,0,1
1.54764E+12,-1.0743374,1.0043323,0.2506118,1.3765223,944,659,956,0,1
1.54764E+12,-1.3836098,1.3051049,0.35175365,0.39253414,937,694,948,0,1
1.54764E+12,-0.5829923,0.7898138,0.38104028,1.3466713,938,705,954,16,1
1.54764E+12,-0.87257737,0.6045646,0.5465848,0.8479688,942,684,961,69,1
1.54764E+12,-0.59896207,-0.20296434,0.6110049,2.5121686,946,651,966,159,1
1.54764E+12,-1.1477983,0.5252394,0.287351,5.5922613,948,648,967,188,1
1.54764E+12,-1.6716065,1.0128495,0.18460347,2.7404416,950,613,967,188,1
1.54764E+12,-1.2840736,-0.07147123,0.3107733,6.145418,952,597,968,203,1
1.54764E+12,-1.1829144,-0.20242329,0.055780724,6.837218,954,548,970,103,1
1.54764E+12,-1.6162447,-0.72890186,0.22773056,6.349863,954,447,970,59,1
1.54764E+12,-2.009101,-0.9902649,0.2809631,7.849927,952,417,971,52,1
1.54764E+12,-3.5916955,-0.35627407,-0.14648548,5.1027336,935,140,970,101,1
1.54764E+12,-2.861345,1.3418266,-0.26679102,0.74574596,912,6,968,134,1
1.54764E+12,-1.2627807,-1.1174994,0.63868576,4.4626007,910,26,962,235,1
1.54764E+12,-1.1052123,0.31337386,0.25967008,3.864213,839,20,952,253,1
1.54764E+12,-0.6101496,-0.34828046,0.6482676,-1.2033067,799,17,941,248,1
1.54764E+12,-0.7905992,-0.47977355,0.60514057,0.82143146,773,13,934,267,1
1.54764E+12,-0.8810946,0.07063347,0.2937389,-0.051264647,672,12,892,224,1
1.54764E+12,-0.87737703,0.040299654,0.26551694,3.065105,779,48,924,283,1
1.54764E+12,-0.07834783,-0.16783085,-0.13210396,2.5993943,727,110,859,337,1
1.54764E+12,0.121789075,-0.003333579,-0.12519246,3.5972114,817,162,879,359,1
1.54764E+12,-0.044279,-0.72464323,-0.49621457,5.032593,821,231,854,436,1
1.54764E+12,0.2671052,-0.6820572,-0.06290167,8.253484,880,315,881,494,1
1.54764E+12,0.16011651,-1.0413681,0.005218534,14.090069,895,318,901,624,1
1.54764E+12,0.71425855,-0.5873033,-0.43287656,12.750877,908,257,900,654,1
1.54764E+12,0.91176,-0.5154306,-1.0700613,13.088632,917,187,908,658,1
1.54764E+12,0.5045223,-0.58889157,-1.0019237,14.552006,926,97,943,668,1
1.54764E+12,0.65996134,-1.3117895,-0.3040538,15.97941,940,88,955,671,1
1.54764E+12,0.9415702,-1.2016069,-0.71500903,18.223438,944,129,960,679,1
1.54764E+12,0.8963313,-0.81246823,-0.56489325,15.303709,942,127,962,676,1
1.54764E+12,0.5279446,-0.97003657,-0.6601708,14.206235,938,61,967,672,1
1.54764E+12,0.49654618,-0.08585274,-0.90078187,11.750541,934,59,965,684,1
1.54764E+12,0.52687997,-0.28920105,-0.6207787,12.580391,927,73,966,695,1
1.54764E+12,0.68231905,-0.5915619,-0.56169933,13.949193,923,70,960,707,1
1.54764E+12,0.48802897,-0.25513223,-0.7378903,14.140069,929,79,961,713,1
1.54764E+12,0.5716128,0.40493384,-0.9540144,12.568707,924,111,956,717,1
1.54764E+12,0.3794346,0.014748032,-1.1488456,9.154096,916,91,955,726,1
1.54764E+12,0.69190085,0.17870426,-1.2036837,13.589231,905,135,955,729,1
1.54764E+12,0.731834,0.7493571,-1.6204859,13.081201,902,168,957,731,1
1.54764E+12,0.8303229,1.267842,-1.4592,13.530006,911,187,963,728,1
1.54764E+12,0.5284857,0.8515636,-0.7788881,17.579502,924,187,966,720,1
1.54764E+12,0.8132885,1.0607587,-1.0152406,16.919996,937,206,968,717,1
1.54764E+12,0.57107174,2.2148402,-0.53347737,21.326532,942,264,970,700,1
1.54764E+12,0.47525316,0.94897044,0.053651422,18.076012,946,303,969,687,1
1.54764E+12,0.4571541,0.4922352,-0.22952825,19.86289,945,296,969,647,1
1.54764E+12,0.61526346,0.4943645,-0.35035738,15.018444,947,282,968,615,1
1.54764E+12,0.19898498,0.35276595,-0.3109653,11.845418,945,286,966,573,1
1.54764E+12,0.004677482,0.2675939,-0.23963371,9.290872,941,272,960,514,1
1.54764E+12,-0.20132373,0.104178704,-0.59363884,7.2316957,926,289,960,514,1
1.54764E+12,-0.1619142,0.58007765,-1.1893022,-0.4901697,894,321,934,417,1
1.54764E+12,0.81754714,0.907449,-1.1999488,0.9532657,863,308,825,282,1
1.54764E+12,1.1731405,1.5276169,-0.90771085,-0.024995467,732,295,764,235,1
1.54764E+12,1.0485764,1.1656356,-0.94284433,2.167126,795,368,684,174,1
1.54764E+12,1.1923043,0.8872207,0.031293754,2.8556507,704,422,756,173,1
1.54764E+12,0.9378527,0.4102571,0.558837,3.1001656,699,431,860,193,1
1.54764E+12,0.70256484,-0.41322416,1.1039382,2.1258502,729,458,755,213,1
1.54764E+12,1.5047705,-1.2681388,1.8305537,5.5793233,803,508,919,222,1
1.54764E+12,1.3754241,-0.8646361,1.3014222,3.836938,797,546,888,211,1
1.54764E+12,1.0746516,0.7019714,1.0688047,12.058474,821,594,895,93,1
1.54764E+12,1.3663659,0.04775221,0.70095915,3.1369789,872,638,919,164,1
1.54764E+12,1.2668297,-1.7344558,1.0358006,9.27191,893,664,927,257,1
1.54764E+12,1.0400592,-2.7533267,0.49069932,4.9520135,909,666,913,240,1
1.54764E+12,0.086655594,0.18029252,0.3464304,3.1268084,923,656,926,229,1
1.54764E+12,-0.8017694,0.5369505,0.2122844,1.607467,924,656,929,250,1
1.54764E+12,-0.5419946,0.42462116,0.5599016,-0.2509315,917,657,932,205,1
1.54764E+12,-0.6143908,0.5060757,0.63549185,1.0734068,932,646,922,251,1
1.54764E+12,-1.3543231,1.1741529,0.15692255,1.9139727,939,612,941,118,1
1.54764E+12,-1.0732553,0.94897044,0.4198913,-0.94223326,943,571,952,42,1
1.54764E+12,-0.6319663,0.69293064,0.4395961,1.419369,943,612,956,46,1
1.54764E+12,-1.0157641,0.6343574,0.5066691,1.2018031,946,608,957,111,1
1.54764E+12,-1.1424576,0.73178166,0.38475785,1.5971912,945,601,956,94,1
1.54764E+12,-0.38762018,-0.068294734,0.75153875,-0.58868635,943,630,954,39,1
1.54764E+12,-0.8369028,0.27504644,0.5753303,2.4362628,942,628,950,19,1
1.54764E+12,-0.79751074,0.5822069,0.36081192,0.8185872,944,643,941,14,1
1.54764E+12,-0.8326442,0.9510997,0.49495792,1.4909172,946,646,951,43,1
1.54764E+12,-0.32267648,0.36980036,0.57320106,2.440697,947,643,947,170,1
1.54764E+12,-0.18959512,-0.13215633,0.54925513,1.1457213,945,615,957,314,1
1.54764E+12,-1.0642145,0.37140608,0.3315253,2.5701084,947,626,961,379,1
1.54764E+12,-1.7370738,1.0059379,0.4369257,2.7706084,948,635,964,403,1
1.54764E+12,-1.6513608,-0.6431887,0.17130406,5.728606,948,635,964,511,1
1.54764E+12,-2.0447404,-0.9828298,0.23357742,5.3122835,943,627,963,508,1
1.54764E+12,-1.744509,-1.2479279,0.2937389,3.7257993,929,598,962,447,1
1.54764E+12,-2.1538758,-1.3996319,0.43107888,5.0841255,893,573,959,411,1
1.54764E+12,-2.781479,0.34850734,-0.33279938,6.834842,875,529,927,394,1
1.54764E+12,-2.1937916,3.3013077,-0.69636893,-1.7919451,568,368,817,391,1
1.54764E+12,-2.220949,0.47678906,-0.5223072,2.8322928,453,286,565,308,1
1.54764E+12,-1.4607882,0.29421017,0.6967005,-1.2369978,285,236,689,265,1
1.54764E+12,-0.82784456,-0.43985787,1.3322971,0.24779029,390,250,886,299,1
1.54764E+12,-0.59416246,-1.1627558,0.73982763,7.3189883,477,289,778,247,1
1.54764E+12,0.005218534,0.015271631,0.10316641,4.3847027,598,333,778,247,1
1.54764E+12,-0.3072303,-0.24822073,-0.02617994,3.453473,702,370,840,254,1
1.54764E+12,0.014800392,-0.99667025,0.082938045,6.643814,798,396,865,360,1
1.54764E+12,0.24211207,-0.5495169,-0.084735736,6.0356293,827,407,852,425,1
1.54764E+12,0.60835195,-1.3772742,0.16278686,12.912983,896,418,800,539,1
1.54764E+12,1.0698694,-0.7496713,-0.29073694,13.996168,895,435,856,641,1
